Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Concerned Citizen,@BGatesIsaPyscho,2024-03-27T17:48:04.000Z,True,"UK Train Stabbing  Disturbing clip 

Hate sharing these - but people & the world truly need to see & understand how quickly our Society is degrading beyond all recognisability. 

Stay safe everyone.",342,1.3K,2.8K,352K,[],[],"['\\U0001f6a8', '\\U0001f1ec\\U0001f1e7', '\\u203c\\ufe0f', '\\u203c\\ufe0f']",https://pbs.twimg.com/profile_images/1534905804368879621/R5xYZeL5_normal.jpg,https://twitter.com/BGatesIsaPyscho/status/1773044328794931651,tweet_id:1773044328794931651
I Smoked Ronna Romney McGoebbels,@BlackKnight10k,2024-03-27T13:15:18.000Z,True,"Joe Rogan: Jan 6 was a conspiracy to take down Trump

Bro we took him down in November of 2020 with 81 million votes. Why would Nancy Pelosi and Chuck Shumer attack themselves to stop the certification of Biden's win?

Dude has millions of listeners and no brain",1.1K,4.9K,27K,358K,[],[],[],https://pbs.twimg.com/profile_images/1593240492392652802/y57droTf_normal.jpg,https://twitter.com/BlackKnight10k/status/1772975684865958080,tweet_id:1772975684865958080
Wide Awake Media,@wideawake_media,2024-03-27T12:38:21.000Z,True,"""I cannot think of a more dangerous initiative than this.""

Nigel Farage remarks on the recent call by unelected EU head, Ursula von der Leyen, for world leaders to roll out digital ID, CBDCs and a cashless society?globally?by 2030.

""If we're not careful, we head towards a¡¦",577,4.6K,7.7K,418K,[],[],[],https://pbs.twimg.com/profile_images/1624380673933934592/sKyPr3FE_normal.jpg,https://twitter.com/wideawake_media/status/1772966388568637774,tweet_id:1772966388568637774
juju,@ayeejuju,2024-03-27T14:08:26.000Z,True,hasan having a mental breakdown in his discord cuz no one watches his streams anymore ,694,767,34K,2.1M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1587176262094626816/C2dyZYPs_normal.jpg,https://twitter.com/ayeejuju/status/1772989059205316815,tweet_id:1772989059205316815
Creepy.org,@creepydotorg,2024-03-27T20:36:30.000Z,True,What scene from a horror movie still haunts you to this day?,1.5K,2.9K,37K,7.9M,[],[],[],https://pbs.twimg.com/profile_images/1688591964730540036/CYneV1tu_normal.jpg,https://twitter.com/creepydotorg/status/1773086716586258755,tweet_id:1773086716586258755
Defiant L¡¯s,@DefiantLs,2024-03-27T17:35:20.000Z,True,,337,2.2K,21K,311K,[],[],[],https://pbs.twimg.com/profile_images/1428167484406964229/Q8fS7M5X_normal.jpg,https://twitter.com/DefiantLs/status/1773041125973975216,tweet_id:1773041125973975216
Massimo,@Rainmaker1973,2024-03-27T12:55:00.000Z,True,"Rally is the only sport where fans can turn into mechanics in 5 minutes

[ Greenstranger2]",187,4.8K,55K,8M,[],[],['\\U0001f4f9'],https://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_normal.jpg,https://twitter.com/Rainmaker1973/status/1772970576648552899,tweet_id:1772970576648552899
Hurt CoPain,@SaeedDiCaprio,2024-03-27T15:16:02.000Z,False,¡°this isn¡¯t g¬Ñz¬Ñ¡±¡¦so you¡¯re saying this should only happen to p¬Ñlestinians??,321,12K,62K,681K,[],[],[],https://pbs.twimg.com/profile_images/1707391588211544065/1cxh4g4C_normal.jpg,https://twitter.com/SaeedDiCaprio/status/1773006069372957025,tweet_id:1773006069372957025
Visegrad 24,@visegrad24,2024-03-27T21:41:35.000Z,True,Migrants fighting at the Charles de Gaulle Airport in Paris in an effort to stop another migrant from getting deported from France,1K,3.5K,10K,993K,[],[],['\\U0001f1eb\\U0001f1f7'],https://pbs.twimg.com/profile_images/1496244011044155402/2l00Uki5_normal.jpg,https://twitter.com/visegrad24/status/1773103095288852854,tweet_id:1773103095288852854
Dr. Anastasia Maria Loupis,@DrLoupis,2024-03-27T09:00:59.000Z,True,Is it clear who the victims are?,4.1K,38K,109K,2.6M,[],[],[],https://pbs.twimg.com/profile_images/1446232529959374851/DfGV1gzn_normal.jpg,https://twitter.com/DrLoupis/status/1772911685960929439,tweet_id:1772911685960929439
DiedSuddenly,@DiedSuddenly_,2024-03-27T13:40:10.000Z,True,"The story of how John D Rockefeller banned natural medicine in the Western world and created a monopoly that now forces tens of millions of people to poison themselves daily.

Shocking.",241,6.6K,12K,469K,[],[],[],https://pbs.twimg.com/profile_images/1577762653904199681/WKcpSrnf_normal.jpg,https://twitter.com/DiedSuddenly_/status/1772981942545236457,tweet_id:1772981942545236457
Censored Men,@CensoredMen,2024-03-27T19:22:43.000Z,True, Rabbi Shmuley asks if Alex Jones hates Jews because they have better sex than him.,816,1.1K,7.2K,941K,[],[],"['\\U0001f6a8', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1604139530004697090/q3WC_9On_normal.jpg,https://twitter.com/CensoredMen/status/1773068148595437665,tweet_id:1773068148595437665
The Babylon Bee,@TheBabylonBee,2024-03-27T21:15:02.000Z,True,DeSantis Kicked Out Of Republican Party For Accomplishing Too Many Things https://buff.ly/3vwBQ97,670,4.2K,29K,1M,[],[],[],https://pbs.twimg.com/profile_images/1400100770624720898/-HC7kL5x_normal.jpg,https://twitter.com/TheBabylonBee/status/1773096412776948173,tweet_id:1773096412776948173
Libs of TikTok,@libsoftiktok,2024-03-27T22:12:48.000Z,True,"BREAKING: Natalie Pershall, a man pretending to be a woman was just sentenced to 6 years probation, 87 days in jail, and must register as a s*x offender for taking pictures of females in the women's bathroom of his company's office.

This is what happens when you have ""inclusive""¡¦",1.8K,11K,32K,1.2M,[],[],[],https://pbs.twimg.com/profile_images/1489097242321428482/sQSUN_M6_normal.jpg,https://twitter.com/libsoftiktok/status/1773110954282139712,tweet_id:1773110954282139712
non aesthetic things,@PicturesFoIder,2024-03-27T14:30:20.000Z,True,Thoughts?,4.6K,904,7.8K,4.8M,[],[],[],https://pbs.twimg.com/profile_images/989513875124117504/UNMIb20k_normal.jpg,https://twitter.com/PicturesFoIder/status/1772994569543520631,tweet_id:1772994569543520631
illuminatibot,@iluminatibot,2024-03-27T13:45:01.000Z,True,"Slavery was never abolished.

It was expanded to include everyone.",225,1.5K,6.7K,155K,[],[],[],https://pbs.twimg.com/profile_images/1629966305666187264/zIZNcdrq_normal.jpg,https://twitter.com/iluminatibot/status/1772983164324946388,tweet_id:1772983164324946388
Simon Ateba,@simonateba,2024-03-27T17:02:14.000Z,True,YOUR REACTION: Jon Stewart found to have overvalued his NYC home by 829% after slamming Trump¡¯s civil case as ¡®not victimless¡¯ https://trib.al/haJ6Gmw,2.1K,11K,32K,1.3M,[],[],[],https://pbs.twimg.com/profile_images/1589885579331780608/oaiNs7c3_normal.jpg,https://twitter.com/simonateba/status/1773032796086284617,tweet_id:1773032796086284617
Jackson Hinkle,@jacksonhinklle,2024-03-27T21:12:35.000Z,True," America¡¯s most famous Rabbi claims 1 ISRAELI soldier¡¯s life is equal to 35 AMERICAN soldiers¡¯ lives.

DISGUSTING!",1.6K,6K,15K,1M,[],[],"['\\U0001f6a8', '\\U0001f1fa\\U0001f1f8', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1773095799783596207,tweet_id:1773095799783596207
Mario Nawfal,@MarioNawfal,2024-03-28T01:28:37.000Z,True,"ANDREW TATE ON P.DIDDY: YOU CAN RAPE KIDS IF YOU COMPLY WITH THE SYSTEM

""If you're P. Diddy and you f*** people in the ass, and you f*** underage kids that's fine as long as you comply with the system, and know who your owner is.

But if you're like me, and you refuse to bow or¡¦",182,854,3.8K,547K,[],[],[],https://pbs.twimg.com/profile_images/1670905743619268609/pYItlWat_normal.jpg,https://twitter.com/MarioNawfal/status/1773160229573685299,tweet_id:1773160229573685299
Wall Street Silver,@WallStreetSilv,2024-03-27T14:30:00.000Z,True,,204,2.2K,6.9K,173K,[],[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1772994484118368759,tweet_id:1772994484118368759
Satan,@s8n,2024-03-27T16:59:25.000Z,True,,162,1.9K,38K,971K,[],[],[],https://pbs.twimg.com/profile_images/1604849378094682112/dFD4OIaO_normal.png,https://twitter.com/s8n/status/1773032085902504408,tweet_id:1773032085902504408
rare insults,@insultsrare,2024-03-27T07:14:26.000Z,True,,235,4.6K,111K,1.5M,[],[],[],https://pbs.twimg.com/profile_images/1524871375831326728/AnvqIDN2_normal.jpg,https://twitter.com/insultsrare/status/1772884871402107310,tweet_id:1772884871402107310
Dont Show Your Cat,@DontShowYourCat,2024-03-27T15:58:00.000Z,True,cats of walmart,17,521,14K,132K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1773016629669974298,tweet_id:1773016629669974298
Nature is Amazing,@AMAZlNGNATURE,2024-03-27T10:02:36.000Z,True,bro got evicted ,352,4.3K,45K,1.3M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1772927190973215134,tweet_id:1772927190973215134
Catturd ¢â,@catturd2,2024-03-28T00:55:26.000Z,True,We conspiracy theorists are about 54-0 right now.,1K,2.3K,16K,297K,[],[],[],https://pbs.twimg.com/profile_images/1043187066832650240/6iaOQ7xL_normal.jpg,https://twitter.com/catturd2/status/1773151880484430039,tweet_id:1773151880484430039
Harjit Sajjan,@HarjitSajjan,2024-03-27T20:42:46.000Z,True,"The cost of rent is often too high, & doesn¡¯t count towards your credit score. 

That¡¯s not right ? and we¡¯re fixing that. 

We¡¯re unlocking the door to the middle class ? and millions of young Canadians.

Most importantly: we¡¯re going to build more homes & apartments than ever.",539,101,264,62K,[],[],[],https://pbs.twimg.com/profile_images/1727041493733687296/-zIqq9Ls_normal.jpg,https://twitter.com/HarjitSajjan/status/1773088292889661920,tweet_id:1773088292889661920
Historic Vids,@historyinmemes,2024-03-27T12:33:00.000Z,True,This restaurant took marketing to the next level,675,15K,133K,6.7M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1772965039902949572,tweet_id:1772965039902949572
Why you should have a cat,@ShouldHaveCat,2024-03-27T11:46:19.000Z,True,why are cats like this? ,302,2K,14K,1M,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1772953293959901469,tweet_id:1772953293959901469
Jackson Hinkle,@jacksonhinklle,2024-03-28T01:44:12.000Z,True, GET #ErdoganArmsIsrael TRENDING RIGHT NOW!,265,1.2K,3.6K,92K,['#ErdoganArmsIsrael'],[],"['\\U0001f6a8', '\\U0001f1f9\\U0001f1f7', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1773164154272067922,tweet_id:1773164154272067922
Dom Lucre | Breaker of Narratives,@dom_lucre,2024-03-27T17:10:17.000Z,True,"BREAKING: Venezuelan migrant influencer who sparked fury with TikTok squatting tips is now a fugitive after fleeing ICE custody, as he posts snotty sobbing clip over being ¡®threatened by very powerful people¡¯ ¡¯his family life being in danger¡¯ ¡®people looking for where he¡¦",6.6K,4.3K,15K,4.8M,[],[],"['\\U0001f525', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1654149181517225990/loa3m-0L_normal.jpg,https://twitter.com/dom_lucre/status/1773034820962062481,tweet_id:1773034820962062481
Shooter McGavin,@ShooterMcGavin_,2024-03-27T16:54:04.000Z,True,Happy Gilmore 2 cast thus far,636,1.1K,18K,2.3M,[],[],[],https://pbs.twimg.com/profile_images/1639261396058644486/yNAFPqeG_normal.jpg,https://twitter.com/ShooterMcGavin_/status/1773030738838852090,tweet_id:1773030738838852090
Spinnin Backfist,@SpinninBackfist,2024-03-27T19:30:27.000Z,True,,37,817,25K,788K,[],[],"['\\U0001f62d', '\\U0001f62d', '\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1707500553071173632/V5oFqw6-_normal.jpg,https://twitter.com/SpinninBackfist/status/1773070096300134682,tweet_id:1773070096300134682
Bitcoin Magazine,@BitcoinMagazine,2024-03-27T19:18:52.000Z,True,"JUST IN: BlackRock CEO Larry Fink says their spot #Bitcoin ETF ""is the fastest growing ETF in the history of ETFs."" ",272,2K,8.2K,797K,['#Bitcoin'],[],['\\U0001f680'],https://pbs.twimg.com/profile_images/1444022922377576453/AzvXYXGr_normal.jpg,https://twitter.com/BitcoinMagazine/status/1773067179677630782,tweet_id:1773067179677630782
Censored Men,@CensoredMen,2024-03-27T16:28:18.000Z,True," Joe Rogan believes Israel is committing genocide and a ""small-scale"" Holocaust in Gaza.",359,4.8K,23K,1.2M,[],[],"['\\U0001f1f5\\U0001f1f8', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1604139530004697090/q3WC_9On_normal.jpg,https://twitter.com/CensoredMen/status/1773024256445571560,tweet_id:1773024256445571560
Jon Cooper,@joncoopertweets,2024-03-27T21:57:01.000Z,True,Sharing this wonderful Sarah Cooper video now for no reason whatsoever. #TrumpBible,247,3.1K,12K,507K,['#TrumpBible'],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1700249660152000512/C6-v-1zd_normal.jpg,https://twitter.com/joncoopertweets/status/1773106979751313499,tweet_id:1773106979751313499
illuminatibot,@iluminatibot,2024-03-27T08:30:14.000Z,True,,422,3.9K,12K,775K,[],[],[],https://pbs.twimg.com/profile_images/1629966305666187264/zIZNcdrq_normal.jpg,https://twitter.com/iluminatibot/status/1772903944596963381,tweet_id:1772903944596963381
Ahmed/The Ears/IG: BigBizTheGod,@big_business_,2024-03-27T18:30:00.000Z,True,"Offset: You gotta stop wearing them tight pants bruh

Shannon Sharpe: I can't do that

Offset: you got to bruh, tryna tell you like a player

Shannon Sharpe: I aint finna let them change me man 

Offset: It ain't about that, you're just too big

LLMMFFAAOOO",192,6.6K,60K,5M,[],[],[],https://pbs.twimg.com/profile_images/1417930292464132104/alsNDF19_normal.jpg,https://twitter.com/big_business_/status/1773054883022639327,tweet_id:1773054883022639327
Latest in space,@latestinspace,2024-03-27T17:42:57.000Z,True,"NEWS : The Event Horizon Telescope has captured the first image of our supermassive black hole, Sagittarius A, in polarized light",343,6.7K,49K,2.5M,[],[],['\\U0001f6a8'],https://pbs.twimg.com/profile_images/1421303923202265090/U4LE49Tu_normal.jpg,https://twitter.com/latestinspace/status/1773043041873346622,tweet_id:1773043041873346622
Dexerto,@Dexerto,2024-03-27T22:30:00.000Z,True,There is a game coming out where you have to play it in 2d and 3d at the same time,434,3.3K,51K,3.5M,[],[],[],https://pbs.twimg.com/profile_images/1714301666445402112/5U5myYFv_normal.jpg,https://twitter.com/Dexerto/status/1773115280488583304,tweet_id:1773115280488583304
Science girl,@gunsnrosesgirl3,2024-03-27T07:43:49.000Z,True,"fossilized Odontochile trilobite from 400 million year old rocks of North Africa

This is a marine animal  goldbugsofficial",378,3.1K,27K,2.1M,[],[],['\\U0001f4f9'],https://pbs.twimg.com/profile_images/1504867101923762178/gfZgsqoL_normal.jpg,https://twitter.com/gunsnrosesgirl3/status/1772892266085929248,tweet_id:1772892266085929248
Wall Street Silver,@WallStreetSilv,2024-03-27T20:42:30.000Z,True,"""Am I crazy to think THIS is literally so EXPENSIVE?""

""This is a veggie platter for $45""

""That's INSANE""

""Is that worth $45?""

With taxes that's like $50 ...

What the hell is going on in Canada?",949,1.4K,4.9K,813K,[],[],"['\\U0001f6a8', '\\U0001f6a8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1773088227924074627,tweet_id:1773088227924074627
NBACentral,@TheDunkCentral,2024-03-27T20:44:03.000Z,True,Skip Bayless is a BUCKET,1K,1K,6.5K,1.5M,[],[],[],https://pbs.twimg.com/profile_images/1221617218615676929/R3Y-rM_G_normal.jpg,https://twitter.com/TheDunkCentral/status/1773088619114221805,tweet_id:1773088619114221805
SAY CHEESE!,@SaycheeseDGTL,2024-03-27T18:55:32.000Z,True,Oklahoma man arrested after allegedly trying to steal pair of Balenciaga shoes from a woman he met on a selling app,2.5K,7K,75K,7M,[],[],[],https://pbs.twimg.com/profile_images/1334349241213456386/30mL3JAm_normal.jpg,https://twitter.com/SaycheeseDGTL/status/1773061307601658053,tweet_id:1773061307601658053
Libs of TikTok,@libsoftiktok,2024-03-27T13:50:40.000Z,True,"BREAKING: Prominent LGBTQ activist Trey Farmer arrested on child p*rn charges.

Trey is an alumni of Princeton and is President of the ¡°Queer Princeton Alumni¡± organization.",3.7K,13K,38K,3M,[],[],[],https://pbs.twimg.com/profile_images/1489097242321428482/sQSUN_M6_normal.jpg,https://twitter.com/libsoftiktok/status/1772984585325822084,tweet_id:1772984585325822084
PeterSweden,@PeterSweden7,2024-03-27T13:17:34.000Z,True,"You can't make this up.

In Canada they are talking about making people pay a RAIN TAX.

Yes, people paying for the rain that lands on their property.

What's next, a breathing tax?",782,2.3K,7.2K,202K,[],[],[],https://pbs.twimg.com/profile_images/1689406782647500800/2EBrCIZx_normal.jpg,https://twitter.com/PeterSweden7/status/1772976258109907156,tweet_id:1772976258109907156
clay,@_claypot,2024-03-27T09:54:50.000Z,False,this clip is a million times funnier when abruptly cut off,80,9.5K,94K,3M,[],[],[],https://pbs.twimg.com/profile_images/1741242195720413184/1anopYXD_normal.jpg,https://twitter.com/_claypot/status/1772925238637985828,tweet_id:1772925238637985828
non aesthetic things,@PicturesFoIder,2024-03-27T15:50:47.000Z,True,i wonder where she is right now,2.4K,2.2K,57K,24M,[],[],[],https://pbs.twimg.com/profile_images/989513875124117504/UNMIb20k_normal.jpg,https://twitter.com/PicturesFoIder/status/1773014816535310532,tweet_id:1773014816535310532
Fck Around N Find Out,@FAFO_TV,2024-03-27T15:30:00.000Z,True,,439,3.4K,99K,8.8M,[],[],[],https://pbs.twimg.com/profile_images/1650945976209735680/R2vjKLEH_normal.jpg,https://twitter.com/FAFO_TV/status/1773009585017901181,tweet_id:1773009585017901181
R A W S A L E R T S,@rawsalerts,2024-03-27T21:25:27.000Z,True,"#BREAKING: Evacuations are underway due to a Massive Fire and Explosions at Comfuel Gas Station with people running out of buildings#BowlingGreen | #KentuckyCurrently, numerous businesses and a nearby school are under evacuation as dozens of emergency crews and other¡¦",591,4.5K,9.5K,2.9M,"['#BREAKING', '#BowlingGreen', '#Kentucky']",[],"['\\U0001f6a8', '\\U0001f4cc']",https://pbs.twimg.com/profile_images/1603089247313035264/ZRPrAxM1_normal.jpg,https://twitter.com/rawsalerts/status/1773099038134399438,tweet_id:1773099038134399438
Mario Nawfal,@MarioNawfal,2024-03-27T22:24:10.000Z,True,This is Paris¡¯ main airport¡¦,494,649,2.1K,330K,[],[],['\\U0001f1eb\\U0001f1f7'],https://pbs.twimg.com/profile_images/1670905743619268609/pYItlWat_normal.jpg,https://twitter.com/MarioNawfal/status/1773113812922634579,tweet_id:1773113812922634579
Rob Perez,@WorldWideWob,2024-03-28T01:22:05.000Z,True,that¡¯s got to be the most emasculating night night he¡¯s ever done. whole length of the damn court.,153,1.1K,17K,1.7M,[],[],[],https://pbs.twimg.com/profile_images/1649926042642169856/BN1csBT9_normal.jpg,https://twitter.com/WorldWideWob/status/1773158586685739360,tweet_id:1773158586685739360
Ian Miles Cheong,@stillgray,2024-03-27T06:39:36.000Z,True,"This delivery guy in Brampton, Canada was harassed by a worthless customer who¡¯s trying to make content for his TikTok. If anyone knows who he is I¡¯d like to send him a huge tip.",1K,1.2K,7.1K,1.4M,[],[],[],https://pbs.twimg.com/profile_images/1758737917638508544/lmdvybKp_normal.jpg,https://twitter.com/stillgray/status/1772876103494844670,tweet_id:1772876103494844670
Satan,@s8n,2024-03-27T11:00:32.000Z,True,,101,4.8K,52K,818K,[],[],[],https://pbs.twimg.com/profile_images/1604849378094682112/dFD4OIaO_normal.png,https://twitter.com/s8n/status/1772941772055888014,tweet_id:1772941772055888014
Nature is Amazing,@AMAZlNGNATURE,2024-03-27T10:45:05.000Z,True,A sleeping octopus changes color while dreaming,333,4.1K,41K,2.5M,[],[],[],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1772937881604010255,tweet_id:1772937881604010255
Fascinating,@fasc1nate,2024-03-27T12:00:28.000Z,True,Eminem and  Mark Wahlberg on TRL live in 1999,387,881,17K,10M,[],[],[],https://pbs.twimg.com/profile_images/1552059284086611968/l0vA92Sh_normal.jpg,https://twitter.com/fasc1nate/status/1772956853044924697,tweet_id:1772956853044924697
??o?g?,@Yoda4ever,2024-03-27T16:04:23.000Z,True,Did I hear a hose..,144,3.8K,53K,5.6M,[],[],"['\\U0001f415', '\\U0001f4a8', '\\U0001f6bf', '\\U0001f605']",https://pbs.twimg.com/profile_images/1371562774577385473/dlYvfORX_normal.jpg,https://twitter.com/Yoda4ever/status/1773018238781145471,tweet_id:1773018238781145471
rare insults,@insultsrare,2024-03-27T04:24:28.000Z,True,,228,11K,144K,2.7M,[],[],[],https://pbs.twimg.com/profile_images/1524871375831326728/AnvqIDN2_normal.jpg,https://twitter.com/insultsrare/status/1772842095687926053,tweet_id:1772842095687926053
Why you should have a cat,@ShouldHaveCat,2024-03-27T09:30:05.000Z,True,Hold me tight ,213,4.2K,43K,1M,[],[],['\\U0001f408'],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1772919006363529459,tweet_id:1772919006363529459
Dont Show Your Cat,@DontShowYourCat,2024-03-27T12:42:00.000Z,True,,2,734,20K,269K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1772967304751636555,tweet_id:1772967304751636555
place where animal shouldn¡¯t be,@catshouldnt,2024-03-27T12:05:07.000Z,True,,57,1.5K,21K,816K,[],[],[],https://pbs.twimg.com/profile_images/1734504851160338432/nQTA-ZW9_normal.jpg,https://twitter.com/catshouldnt/status/1772958025331986465,tweet_id:1772958025331986465
Catturd ¢â,@catturd2,2024-03-28T00:02:38.000Z,True,"The vessel steered hard right the last minute to hit the bridge where it would cause the most damage.

And save your breath telling me otherwise. It¡¯s on freaking video you brain dead,  useful idiots.",2K,2.9K,18K,918K,[],[],[],https://pbs.twimg.com/profile_images/1043187066832650240/6iaOQ7xL_normal.jpg,https://twitter.com/catturd2/status/1773138594372223060,tweet_id:1773138594372223060
Andy Ngo,@MrAndyNgo,2024-03-27T19:04:14.000Z,True,Breaking: Graphic bystander video captured a masked black male stabbing a person repeatedly on a moving train in London. The train was traveling between Shortlands and Beckenham station toward Victoria Station. A nearby school was placed on lockdown. The person who was stabbed¡¦,3.8K,6.8K,17K,6.3M,[],[],[],https://pbs.twimg.com/profile_images/1265070746931302401/2w71OcJP_normal.jpg,https://twitter.com/MrAndyNgo/status/1773063496445407363,tweet_id:1773063496445407363
Justin Trudeau,@JustinTrudeau,2024-03-27T03:13:33.000Z,True,"La Remise canadienne sur le carbone permet de remettre des centaines de dollars dans les poches des Canadiens chaque trimestre. Curieusement, certains premiers ministres s'y opposent et veulent la supprimer.

Voici ce que j'avais a dire a ce sujet:",194,37,230,67K,[],[],[],https://pbs.twimg.com/profile_images/1426938479909421056/QpI3TSNn_normal.jpg,https://twitter.com/JustinTrudeau/status/1772824249591320735,tweet_id:1772824249591320735
Historic Vids,@historyinmemes,2024-03-27T21:38:22.000Z,True,"Einstein and Oppenheimer, 1930s.",465,6.2K,78K,4M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1773102287289827690,tweet_id:1773102287289827690
Figen,@TheFigen_,2024-03-27T16:29:31.000Z,True,The dog didn¡¯t notice first that mom is in the room......that look! ,519,4.1K,58K,4.2M,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1645880810958929921/8mi_I17M_normal.jpg,https://twitter.com/TheFigen_/status/1773024560742318585,tweet_id:1773024560742318585
Tweets of Cats,@TweetsOfCats,2024-03-27T10:37:34.000Z,True,Goodmorning,92,1.9K,36K,780K,[],[],[],https://pbs.twimg.com/profile_images/1623992191268839424/afgp0HTj_normal.jpg,https://twitter.com/TweetsOfCats/status/1772935989545123943,tweet_id:1772935989545123943
Oli London,@OliLondonTV,2024-03-27T23:30:18.000Z,True,"Canada¡¯s Deputy Prime Minister Chrystia Freeland exhibits bizarre behavior at a press conference in a community center in Vancouver. 

Freeland repeatedly twitches and displays erratic body movements while she stands next to Trudeau.  ",2.2K,1.1K,4.4K,1.4M,[],['@bobmackin'],['\\U0001f3a5'],https://pbs.twimg.com/profile_images/1744796934873677824/z4lecWAF_normal.jpg,https://twitter.com/OliLondonTV/status/1773130455639785555,tweet_id:1773130455639785555
ShitpostGateway,@ShitpostGate,2024-03-27T13:04:45.000Z,True,,108,1.8K,54K,2M,[],[],[],https://pbs.twimg.com/profile_images/1655280202824417287/XGiBiQze_normal.jpg,https://twitter.com/ShitpostGate/status/1772973030848794822,tweet_id:1772973030848794822
Ed Krassenstein,@EdKrassen,2024-03-27T15:03:22.000Z,True,"BREAKING:  Police audio has been released that captures dispatchers discussing with officers the approaching container ship and the subsequent collapse of the Francis Scott Key Bridge in Baltimore.

In the audio, you can hear an officer trying his best to get the traffic stopped¡¦",456,931,7.7K,4.5M,[],[],[],https://pbs.twimg.com/profile_images/1700155431757193216/4iMzq_Tk_normal.jpg,https://twitter.com/EdKrassen/status/1773002881320243242,tweet_id:1773002881320243242
Discord Messages With Threatening Auras,@discordthreats,2024-03-27T12:23:05.000Z,True,,196,4K,116K,3.3M,[],[],[],https://pbs.twimg.com/profile_images/1394488763770830854/ti3isZRf_normal.jpg,https://twitter.com/discordthreats/status/1772962544551903633,tweet_id:1772962544551903633
Dexerto,@Dexerto,2024-03-27T17:48:22.000Z,True,7-Eleven is releasing hot dog flavored water,1.9K,7.9K,36K,7.4M,[],[],[],https://pbs.twimg.com/profile_images/1714301666445402112/5U5myYFv_normal.jpg,https://twitter.com/Dexerto/status/1773044404233625908,tweet_id:1773044404233625908
Buitengebieden,@buitengebieden,2024-03-27T18:33:52.000Z,True,Meeting your favorite character.. ,93,1.2K,16K,692K,[],[],['\\U0001f60a'],https://pbs.twimg.com/profile_images/1130022182971760640/FlbICzEn_normal.jpg,https://twitter.com/buitengebieden/status/1773055857489526966,tweet_id:1773055857489526966
i like food,@messedupfoods,2024-03-27T04:43:00.000Z,True,,82,4.6K,66K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1585611313107066880/Q3VEf0bc_normal.jpg,https://twitter.com/messedupfoods/status/1772846760282456538,tweet_id:1772846760282456538
R A W S A L E R T S,@rawsalerts,2024-03-27T23:22:48.000Z,True,"#BREAKING: Police are on the scene after a male suspect went on a mass stabbing spree, injuring numerous people and resulting in multiple fatalities.#Rockford | #IllinoisCurrently, numerous law enforcement and other agencies are on the scene in a Rockford, Illinois¡¦",1.1K,2.7K,6.4K,1.5M,"['#BREAKING', '#Rockford', '#Illinois']",[],"['\\U0001f6a8', '\\U0001f4cc']",https://pbs.twimg.com/profile_images/1603089247313035264/ZRPrAxM1_normal.jpg,https://twitter.com/rawsalerts/status/1773128569310302511,tweet_id:1773128569310302511
